                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    351,                 1.0672,                0.86277,                 1.1676,                0.53344,                0.78307,                0.55881,                 0.4129,                0.91794,                 1.1557,                 1.0973,             0.00081688,             0.00081688,             0.00081688
                    352,                 1.0637,                0.89511,                 1.1662,                0.58879,                0.71677,                0.55219,                0.38151,                 1.0096,                 1.1088,                 1.1567,             0.00081564,             0.00081564,             0.00081564
                    353,                 1.0552,                0.88252,                  1.144,                0.55616,                0.76908,                0.56367,                0.40251,                 0.9396,                 1.0492,                 1.1142,              0.0008144,              0.0008144,              0.0008144
                    354,                  1.062,                0.84969,                 1.1479,                0.60101,                0.70909,                0.56913,                0.40273,                 0.9464,                 1.0831,                 1.1159,             0.00081316,             0.00081316,             0.00081316
                    355,                 1.0482,                0.86051,                 1.1531,                0.52618,                0.80112,                0.68159,                0.51464,                 0.8911,                 1.0764,                 1.0956,             0.00081193,             0.00081193,             0.00081193
                    356,                 1.0746,                 0.8683,                   1.18,                0.53916,                 0.7647,                0.56301,                0.41349,                 0.8733,                 1.0533,                  1.082,             0.00081069,             0.00081069,             0.00081069
                    357,                 1.0212,                0.81984,                  1.145,                0.61663,                0.69407,                0.58626,                0.41472,                 0.9013,                 1.0374,                 1.0915,             0.00080945,             0.00080945,             0.00080945
                    358,                 1.0774,                0.90735,                 1.1812,                0.56248,                0.74922,                0.57089,                  0.408,                0.92947,                 1.0811,                 1.1133,             0.00080821,             0.00080821,             0.00080821
                    359,                  1.055,                0.88119,                 1.1547,                0.59132,                 0.7458,                 0.5738,                0.39881,                0.96937,                 1.0559,                 1.1348,             0.00080698,             0.00080698,             0.00080698
                    360,                 1.0673,                0.88005,                  1.151,                 0.6163,                 0.7419,                0.57542,                0.42285,                0.90766,                  1.056,                 1.1027,             0.00080574,             0.00080574,             0.00080574
                    361,                 1.0875,                0.89782,                 1.1717,                 0.5914,                0.75642,                0.58118,                0.42822,                0.93195,                 1.0642,                 1.1133,              0.0008045,              0.0008045,              0.0008045
                    362,                 1.0491,                0.84809,                 1.1522,                0.57489,                0.77952,                0.69677,                0.55654,                0.84618,                 1.0564,                 1.0763,             0.00080326,             0.00080326,             0.00080326
                    363,                 1.0354,                0.84977,                 1.1539,                0.56246,                0.76477,                0.69185,                0.51441,                0.92985,                 1.0777,                  1.119,             0.00080202,             0.00080202,             0.00080202
                    364,                 1.0599,                0.86187,                 1.1466,                0.52474,                0.82126,                0.57137,                0.40877,                0.90974,                 1.0431,                  1.105,             0.00080079,             0.00080079,             0.00080079
                    365,                 1.0566,                0.88139,                  1.166,                0.56385,                0.78461,                0.69838,                0.51985,                0.91488,                 1.0304,                 1.0924,             0.00079955,             0.00079955,             0.00079955
                    366,                 1.0308,                0.83199,                 1.1291,                0.54705,                0.76774,                0.57409,                0.42278,                0.93388,                 1.0741,                 1.1178,             0.00079831,             0.00079831,             0.00079831
                    367,                 1.0554,                0.87321,                 1.1795,                0.54203,                0.78717,                0.56372,                 0.4398,                0.85796,                 1.0331,                 1.0801,             0.00079708,             0.00079708,             0.00079708
                    368,                 1.0381,                 0.8488,                 1.1435,                0.55523,                0.77139,                0.56554,                0.42276,                0.90785,                 1.0418,                 1.0921,             0.00079584,             0.00079584,             0.00079584
                    369,                 1.0288,                0.86068,                 1.1505,                0.56691,                0.74185,                0.69141,                0.48798,                0.93606,                 1.0744,                 1.1044,              0.0007946,              0.0007946,              0.0007946
                    370,                  1.048,                0.83233,                  1.143,                0.58433,                0.74157,                0.70144,                0.48257,                0.99545,                  1.078,                 1.1347,             0.00079336,             0.00079336,             0.00079336
                    371,                 1.0417,                0.83181,                 1.1436,                0.60613,                0.76626,                0.59435,                0.43968,                0.86989,                 1.0234,                 1.0872,             0.00079213,             0.00079213,             0.00079213
                    372,                 1.0804,                0.85532,                 1.1656,                0.58784,                0.77371,                 0.7084,                0.50019,                0.94277,                 1.0483,                 1.1184,             0.00079089,             0.00079089,             0.00079089
                    373,                 1.0377,                0.82631,                 1.1281,                0.58437,                0.75627,                0.69925,                0.52729,                0.88225,                 1.0672,                 1.0899,             0.00078965,             0.00078965,             0.00078965
                    374,                0.99801,                0.79835,                 1.1227,                0.59619,                0.75165,                0.56367,                0.40528,                0.88213,                 1.0468,                 1.0861,             0.00078841,             0.00078841,             0.00078841
                    375,                 1.0287,                0.83208,                 1.1335,                0.55913,                0.80597,                0.56021,                0.40025,                0.87224,                 1.0563,                 1.0796,             0.00078717,             0.00078717,             0.00078717
                    376,                 1.0036,                0.80471,                 1.1394,                0.58916,                 0.7617,                0.56427,                0.40011,                0.89579,                 1.0211,                 1.0886,             0.00078594,             0.00078594,             0.00078594
                    377,                 1.0183,                0.82145,                 1.1368,                0.55436,                0.80891,                0.57422,                0.42223,                 0.8832,                 1.0542,                 1.0848,              0.0007847,              0.0007847,              0.0007847
                    378,                 1.0584,                0.85964,                 1.1643,                0.57164,                 0.7589,                0.56155,                0.42216,                0.96225,                 1.0517,                 1.1149,             0.00078346,             0.00078346,             0.00078346
                    379,                 1.0598,                0.87899,                 1.1516,                0.56941,                0.75863,                0.56699,                0.43464,                0.87927,                 1.0514,                 1.0867,             0.00078222,             0.00078222,             0.00078222
                    380,                0.99236,                0.82819,                 1.1378,                0.56712,                0.76392,                0.69177,                0.50737,                0.85904,                 1.0138,                 1.0791,             0.00078099,             0.00078099,             0.00078099
                    381,                 1.0372,                0.86454,                 1.1592,                0.56676,                0.75662,                0.69062,                0.52138,                0.91834,                 1.0588,                 1.0946,             0.00077975,             0.00077975,             0.00077975
                    382,                 1.0054,                0.82148,                  1.144,                0.56844,                0.77531,                0.69558,                0.52245,                0.91054,                 1.0416,                 1.0939,             0.00077851,             0.00077851,             0.00077851
                    383,                0.99042,                0.82639,                 1.1237,                0.60347,                0.68536,                0.68508,                0.51179,                0.94492,                 1.0939,                 1.1111,             0.00077728,             0.00077728,             0.00077728
                    384,                  1.033,                0.84403,                 1.1576,                0.58899,                0.74596,                0.69283,                0.57394,                0.85402,                 1.0674,                 1.0728,             0.00077604,             0.00077604,             0.00077604
                    385,                0.99315,                0.81307,                 1.1523,                0.54598,                0.81791,                0.69972,                0.52927,                0.85102,                 1.0168,                 1.0744,              0.0007748,              0.0007748,              0.0007748
                    386,                  1.019,                0.83797,                 1.1519,                 0.5814,                0.74343,                0.57068,                 0.4237,                0.88415,                 1.0583,                 1.0769,             0.00077356,             0.00077356,             0.00077356
                    387,                 1.0104,                0.83898,                 1.1228,                0.56393,                0.76909,                0.69261,                0.52086,                 0.8996,                   1.04,                 1.0896,             0.00077232,             0.00077232,             0.00077232
                    388,                 1.0378,                0.82761,                 1.1455,                0.53841,                 0.7925,                0.69688,                0.52224,                0.88579,                 1.0533,                 1.0836,             0.00077109,             0.00077109,             0.00077109
                    389,                 1.0093,                0.82921,                 1.1513,                0.56219,                0.76265,                0.57186,                0.42235,                0.89983,                 1.0349,                 1.0871,             0.00076985,             0.00076985,             0.00076985
                    390,                0.99724,                0.80302,                 1.1299,                0.61225,                0.72003,                0.57718,                0.41238,                0.86808,                 1.0585,                 1.0719,             0.00076861,             0.00076861,             0.00076861
                    391,                 1.0065,                0.81926,                 1.1342,                0.53059,                0.79241,                0.56393,                0.41501,                0.87807,                   1.07,                 1.0802,             0.00076738,             0.00076738,             0.00076738
                    392,                 1.0334,                 0.8331,                 1.1615,                0.55325,                0.79118,                0.57113,                0.41426,                0.84459,                 1.0269,                 1.0671,             0.00076614,             0.00076614,             0.00076614
                    393,                 1.0168,                0.81096,                 1.1445,                0.54881,                0.79593,                0.56957,                0.42137,                0.89431,                 1.0417,                 1.0875,              0.0007649,              0.0007649,              0.0007649
                    394,                 1.0292,                 0.8245,                 1.1369,                0.53753,                0.80407,                0.57078,                0.42659,                0.88213,                 1.0472,                 1.0787,             0.00076366,             0.00076366,             0.00076366
                    395,                 1.0199,                 0.8494,                 1.1305,                0.54388,                0.79213,                0.58546,                 0.4442,                0.89453,                 1.0308,                 1.0845,             0.00076243,             0.00076243,             0.00076243
                    396,                0.98438,                0.81157,                 1.1104,                0.60667,                0.73945,                0.58714,                0.43399,                0.88041,                 1.0002,                 1.0774,             0.00076119,             0.00076119,             0.00076119
                    397,                 1.0256,                0.82244,                 1.1327,                0.59049,                0.73154,                0.57871,                0.41742,                0.87793,                 1.0115,                 1.0834,             0.00075995,             0.00075995,             0.00075995
                    398,                 0.9896,                0.80718,                 1.1241,                 0.5901,                0.73602,                0.57511,                0.42207,                0.89933,                 1.0552,                 1.0836,             0.00075871,             0.00075871,             0.00075871
                    399,                 1.0162,                  0.823,                 1.1519,                0.57119,                0.78451,                0.58247,                 0.4375,                0.83023,                0.99626,                 1.0609,             0.00075747,             0.00075747,             0.00075747
                    400,                 0.9581,                0.79643,                 1.1161,                0.59394,                0.74945,                0.70608,                0.50644,                0.82883,                 1.0036,                 1.0606,             0.00075624,             0.00075624,             0.00075624
                    401,                0.97279,                0.81804,                 1.1199,                0.59544,                0.74991,                0.69631,                0.47163,                0.85794,                  1.014,                  1.074,               0.000755,               0.000755,               0.000755
                    402,                0.98682,                0.79521,                 1.1078,                0.56472,                0.78552,                0.69653,                0.50391,                 0.8071,                  1.017,                 1.0547,             0.00075376,             0.00075376,             0.00075376
                    403,                0.97815,                 0.8131,                 1.0984,                0.50911,                0.84991,                0.70684,                0.53679,                0.84032,                0.99661,                 1.0583,             0.00075252,             0.00075252,             0.00075252
                    404,                0.97853,                0.78702,                 1.1183,                0.45831,                 0.8689,                 0.6899,                0.53234,                 0.9325,                 1.0747,                 1.0952,             0.00075129,             0.00075129,             0.00075129
                    405,                 1.0304,                0.84867,                 1.1293,                0.41308,                 0.8624,                 0.6861,                0.48434,                 0.9029,                 1.0866,                 1.0887,             0.00075005,             0.00075005,             0.00075005
                    406,                0.99048,                0.79138,                  1.124,                 0.5347,                0.82331,                0.70132,                0.50331,                0.88822,                 1.0524,                 1.0807,             0.00074881,             0.00074881,             0.00074881
                    407,                0.98738,                0.78395,                 1.1121,                0.56845,                0.79058,                0.69988,                0.53103,                 0.8555,                 1.0362,                 1.0647,             0.00074757,             0.00074757,             0.00074757
                    408,                0.98232,                0.80771,                 1.1163,                0.56815,                0.75752,                0.68819,                 0.5121,                0.90003,                  1.021,                 1.0893,             0.00074634,             0.00074634,             0.00074634
                    409,                 1.0127,                0.81172,                  1.126,                0.58071,                0.78437,                0.57755,                0.41458,                0.89835,                 1.0355,                 1.0872,              0.0007451,              0.0007451,              0.0007451
                    410,                 0.9819,                0.77413,                 1.1148,                0.57793,                0.81523,                0.57328,                0.41313,                0.85089,                 1.0248,                 1.0701,             0.00074386,             0.00074386,             0.00074386
                    411,                0.95406,                0.78381,                 1.1158,                0.58695,                0.80381,                0.58031,                0.41871,                0.82788,                 1.0302,                 1.0638,             0.00074263,             0.00074263,             0.00074263
                    412,                0.99767,                0.78752,                 1.1204,                0.59224,                0.77418,                0.57954,                0.42185,                0.82914,                 1.0114,                 1.0659,             0.00074139,             0.00074139,             0.00074139
                    413,                0.97427,                0.80069,                  1.123,                0.59165,                0.75121,                0.69242,                0.48868,                0.92028,                 1.0516,                 1.1039,             0.00074015,             0.00074015,             0.00074015
                    414,                0.99169,                0.82624,                 1.1181,                0.58275,                0.76834,                0.69927,                0.49284,                0.88031,                  1.047,                 1.0882,             0.00073891,             0.00073891,             0.00073891
                    415,                0.98753,                0.78871,                 1.0988,                0.56898,                0.77756,                0.70011,                0.51187,                0.91924,                 1.0443,                 1.0974,             0.00073768,             0.00073768,             0.00073768
                    416,                0.99026,                0.79725,                 1.1172,                0.60411,                0.74399,                0.70281,                0.52333,                  0.901,                 1.0179,                 1.0884,             0.00073644,             0.00073644,             0.00073644
                    417,                 0.9988,                0.81262,                 1.1379,                0.59581,                 0.7655,                0.57884,                0.42691,                 0.8478,                 1.0031,                 1.0676,              0.0007352,              0.0007352,              0.0007352
                    418,                0.97342,                0.77662,                 1.1038,                 0.5813,                 0.7853,                0.58418,                0.42918,                0.83202,                 1.0297,                  1.053,             0.00073396,             0.00073396,             0.00073396
                    419,                0.95735,                0.76576,                 1.1125,                0.55653,                0.81459,                0.57771,                0.43628,                0.83916,                 1.0382,                 1.0582,             0.00073273,             0.00073273,             0.00073273
                    420,                0.96375,                  0.802,                 1.1056,                0.57249,                0.76937,                0.70216,                0.52739,                0.86949,                 1.0131,                 1.0722,             0.00073149,             0.00073149,             0.00073149
                    421,                0.95277,                0.78532,                 1.0913,                0.56386,                  0.792,                0.58627,                0.44566,                0.83681,                0.99004,                 1.0523,             0.00073025,             0.00073025,             0.00073025
                    422,                0.98309,                0.80782,                 1.1171,                0.58098,                0.79502,                0.58792,                0.44673,                0.83364,                 1.0134,                  1.053,             0.00072901,             0.00072901,             0.00072901
                    423,                0.98822,                0.79595,                 1.1173,                0.59186,                0.75734,                0.58816,                0.44149,                0.86434,                 1.0218,                  1.066,             0.00072778,             0.00072778,             0.00072778
                    424,                 0.9546,                 0.7739,                 1.1157,                0.56372,                0.78201,                0.57996,                0.45216,                0.86006,                 1.0698,                   1.07,             0.00072654,             0.00072654,             0.00072654
                    425,                0.95405,                0.78429,                  1.125,                0.57839,                0.78028,                0.58205,                0.45524,                0.82374,                 1.0342,                 1.0542,              0.0007253,              0.0007253,              0.0007253
                    426,                0.98269,                0.80518,                 1.1269,                0.57253,                0.78028,                0.58242,                0.43493,                 0.8795,                 1.0285,                 1.0721,             0.00072406,             0.00072406,             0.00072406
                    427,                0.97656,                0.77712,                 1.1133,                0.55675,                0.78021,                0.68901,                0.52369,                0.87456,                 1.0536,                 1.0796,             0.00072283,             0.00072283,             0.00072283
                    428,                0.99327,                0.78519,                 1.1184,                0.55024,                0.79377,                0.57993,                0.41747,                0.86733,                 1.0129,                 1.0717,             0.00072159,             0.00072159,             0.00072159
                    429,                 0.9615,                0.76387,                 1.1074,                0.49628,                0.84881,                0.58239,                0.41252,                0.89081,                 1.0296,                 1.0907,             0.00072035,             0.00072035,             0.00072035
                    430,                0.96542,                0.79409,                 1.1081,                0.54106,                0.81562,                 0.5752,                0.42968,                0.83086,                0.99557,                 1.0568,             0.00071911,             0.00071911,             0.00071911
                    431,                0.96355,                0.76253,                 1.1147,                0.54079,                0.83878,                0.57675,                0.44887,                0.82851,                 1.0415,                 1.0519,             0.00071788,             0.00071788,             0.00071788
                    432,                0.96655,                0.77839,                 1.0998,                0.54547,                0.81186,                0.57394,                0.45817,                0.79347,                0.99652,                 1.0437,             0.00071664,             0.00071664,             0.00071664
                    433,                0.97617,                 0.7628,                 1.1067,                0.55094,                 0.7816,                0.57885,                0.45202,                0.82796,                 1.0266,                 1.0654,              0.0007154,              0.0007154,              0.0007154
                    434,                0.98737,                0.80207,                 1.1274,                0.57628,                0.75666,                0.70043,                0.55559,                0.82614,                 1.0207,                 1.0672,             0.00071416,             0.00071416,             0.00071416
                    435,                0.99056,                0.79178,                 1.1123,                0.56013,                0.80038,                0.70453,                0.55071,                0.87822,                  1.047,                 1.0844,             0.00071293,             0.00071293,             0.00071293
                    436,                 0.9663,                0.76948,                 1.1036,                 0.5813,                0.74845,                0.70158,                0.53551,                 0.8318,                0.99108,                 1.0561,             0.00071169,             0.00071169,             0.00071169
                    437,                0.97751,                0.79486,                 1.1048,                0.57797,                0.76755,                0.70393,                0.53715,                0.82743,                 1.0006,                 1.0529,             0.00071045,             0.00071045,             0.00071045
                    438,                0.97076,                0.78866,                   1.13,                0.60728,                0.76546,                0.69778,                 0.5392,                0.82494,                 1.0167,                 1.0449,             0.00070921,             0.00070921,             0.00070921
                    439,                0.95286,                0.74229,                 1.1121,                0.60586,                0.76159,                0.70148,                0.54011,                0.82432,                 1.0225,                 1.0432,             0.00070798,             0.00070798,             0.00070798
                    440,                0.95762,                0.77068,                 1.0859,                0.56881,                0.75802,                0.59007,                0.47307,                0.83016,                0.98794,                 1.0486,             0.00070674,             0.00070674,             0.00070674
                    441,                0.97247,                0.78424,                 1.1204,                0.59061,                0.76977,                0.59696,                0.48038,                0.80906,                0.97583,                 1.0434,              0.0007055,              0.0007055,              0.0007055
                    442,                0.97491,                0.79156,                 1.1235,                0.53972,                0.82609,                0.58805,                0.45299,                0.79357,                   0.98,                 1.0372,             0.00070426,             0.00070426,             0.00070426
                    443,                0.94506,                0.76446,                 1.1022,                 0.5599,                0.80585,                 0.5823,                0.46294,                0.78489,                0.96276,                 1.0356,             0.00070303,             0.00070303,             0.00070303
                    444,                0.96889,                0.77358,                 1.1039,                0.50178,                 0.8643,                0.58255,                0.45048,                0.83629,                0.99559,                 1.0544,             0.00070179,             0.00070179,             0.00070179
                    445,                0.92319,                0.74231,                 1.0878,                0.51513,                0.84256,                0.70014,                 0.5544,                0.90811,                 1.0655,                 1.0905,             0.00070055,             0.00070055,             0.00070055
                    446,                  0.953,                0.79228,                 1.1036,                0.52252,                0.83174,                0.57569,                0.44457,                0.86899,                 1.0295,                 1.0636,             0.00069931,             0.00069931,             0.00069931
                    447,                0.94172,                0.76274,                 1.0962,                 0.5709,                0.79791,                0.70488,                0.56433,                0.80693,                 0.9938,                 1.0358,             0.00069808,             0.00069808,             0.00069808
                    448,                0.96316,                0.76777,                 1.0965,                0.56407,                0.82356,                0.69953,                0.58643,                0.81285,                 1.0177,                 1.0462,             0.00069684,             0.00069684,             0.00069684
                    449,                0.97088,                0.75909,                 1.1085,                0.55002,                0.83196,                0.56611,                0.44232,                0.80111,                 1.0365,                 1.0372,              0.0006956,              0.0006956,              0.0006956
                    450,                0.96613,                0.78357,                 1.1142,                0.53389,                0.83208,                 0.5706,                0.44648,                0.80902,                0.99919,                 1.0383,             0.00069436,             0.00069436,             0.00069436
                    451,                0.93995,                0.77018,                 1.0804,                0.55399,                0.83424,                0.57313,                 0.4597,                0.81601,                0.98146,                 1.0371,             0.00069313,             0.00069313,             0.00069313
                    452,                0.92342,                0.75275,                 1.0856,                0.56891,                0.82557,                0.57889,                0.45185,                0.82108,                0.97208,                 1.0372,             0.00069189,             0.00069189,             0.00069189
                    453,                0.96499,                0.75927,                 1.0951,                0.58099,                0.81402,                0.59448,                0.47728,                0.81309,                0.94681,                 1.0411,             0.00069065,             0.00069065,             0.00069065
                    454,                0.94341,                0.75682,                 1.0926,                0.59597,                0.80192,                0.59281,                0.46223,                0.81996,                0.99383,                 1.0407,             0.00068941,             0.00068941,             0.00068941
                    455,                0.95615,                0.77718,                 1.0987,                0.58706,                0.81521,                0.59883,                0.47356,                0.81204,                0.98072,                 1.0349,             0.00068818,             0.00068818,             0.00068818
                    456,                0.93769,                0.74598,                 1.0863,                0.60131,                  0.772,                0.59804,                0.46345,                0.81654,                0.98837,                 1.0504,             0.00068694,             0.00068694,             0.00068694
                    457,                0.93521,                0.75253,                 1.0944,                0.59955,                0.76677,                0.59717,                0.43345,                0.84745,                0.97876,                 1.0616,              0.0006857,              0.0006857,              0.0006857
                    458,                0.97498,                0.77595,                 1.1019,                0.59653,                0.77299,                0.70719,                0.51166,                0.85616,                 1.0414,                 1.0646,             0.00068446,             0.00068446,             0.00068446
                    459,                 0.9319,                0.75789,                 1.0927,                0.55176,                0.79876,                0.58204,                 0.4383,                0.85901,                 1.0419,                 1.0506,             0.00068323,             0.00068323,             0.00068323
                    460,                0.95237,                 0.7614,                 1.0847,                0.60834,                0.74342,                0.58485,                0.44038,                0.84312,                 1.0407,                 1.0476,             0.00068199,             0.00068199,             0.00068199
                    461,                0.92035,                0.75284,                 1.0757,                0.59857,                 0.7486,                0.57993,                0.43798,                0.85288,                  1.024,                 1.0536,             0.00068075,             0.00068075,             0.00068075
                    462,                0.94233,                0.77521,                 1.0995,                0.59773,                0.77975,                 0.7125,                0.54838,                0.78926,                0.98494,                 1.0206,             0.00067951,             0.00067951,             0.00067951
                    463,                0.93476,                 0.7708,                 1.0864,                0.58948,                0.78633,                0.59807,                0.44977,                0.79238,                 1.0053,                 1.0298,             0.00067827,             0.00067827,             0.00067827
                    464,                0.92279,                0.76181,                 1.0807,                0.57856,                0.80191,                0.59675,                 0.4566,                0.78708,                 0.9853,                 1.0229,             0.00067704,             0.00067704,             0.00067704
                    465,                0.92903,                0.77773,                 1.0956,                0.57042,                0.79796,                0.60187,                0.45163,                0.80713,                0.97448,                 1.0288,              0.0006758,              0.0006758,              0.0006758
                    466,                0.97424,                0.78285,                 1.1059,                0.55874,                0.82883,                0.71347,                 0.5692,                0.83306,                 1.0051,                 1.0457,             0.00067456,             0.00067456,             0.00067456
                    467,                0.97579,                0.77248,                 1.1033,                 0.5987,                0.78076,                0.70529,                0.54983,                0.88071,                 1.0095,                  1.078,             0.00067333,             0.00067333,             0.00067333
                    468,                0.94593,                0.76708,                 1.0971,                0.60004,                0.74922,                0.71043,                0.58974,                0.84845,                 1.0264,                 1.0576,             0.00067209,             0.00067209,             0.00067209
                    469,                0.94306,                0.76904,                  1.097,                 0.6167,                0.76317,                0.71873,                0.60054,                0.78577,                 1.0263,                 1.0354,             0.00067085,             0.00067085,             0.00067085
                    470,                0.94022,                0.75531,                 1.0947,                0.61004,                0.76122,                0.59298,                0.45257,                 0.7988,                0.97922,                 1.0317,             0.00066961,             0.00066961,             0.00066961
                    471,                0.92631,                0.74597,                 1.0874,                0.56856,                0.79132,                0.59242,                0.46225,                0.79827,                0.98752,                 1.0309,             0.00066838,             0.00066838,             0.00066838
                    472,                0.94467,                0.76567,                  1.093,                0.59663,                0.74926,                0.71046,                0.54105,                0.85723,                 1.0115,                 1.0576,             0.00066714,             0.00066714,             0.00066714
                    473,                0.93041,                0.74235,                 1.0838,                0.58564,                0.78002,                0.71524,                0.51422,                0.83703,                 1.0128,                 1.0465,              0.0006659,              0.0006659,              0.0006659
                    474,                0.97036,                0.77727,                 1.1083,                0.58566,                0.80036,                0.72411,                0.58454,                0.78469,                 0.9443,                 1.0288,             0.00066466,             0.00066466,             0.00066466
                    475,                0.93283,                0.74648,                 1.0664,                0.59747,                0.79653,                  0.708,                0.54155,                0.80981,                0.98456,                 1.0338,             0.00066343,             0.00066343,             0.00066343
                    476,                0.93464,                0.75012,                 1.0821,                0.53214,                0.86615,                0.59612,                0.45698,                0.83201,                0.99148,                 1.0507,             0.00066219,             0.00066219,             0.00066219
                    477,                0.93252,                0.75582,                 1.0822,                0.58078,                0.80892,                0.59535,                0.45446,                0.78319,                0.97835,                 1.0219,             0.00066095,             0.00066095,             0.00066095
                    478,                0.95379,                0.76027,                 1.0926,                0.57707,                0.80431,                0.59285,                0.45384,                0.85992,                 0.9854,                 1.0585,             0.00065971,             0.00065971,             0.00065971
                    479,                0.93234,                0.73614,                 1.0869,                0.59397,                0.78927,                0.59866,                0.46224,                 0.8476,                0.99117,                 1.0434,             0.00065848,             0.00065848,             0.00065848
                    480,                 0.9268,                0.73873,                 1.0745,                0.57826,                0.82373,                0.59077,                0.44902,                0.79172,                  1.001,                  1.023,             0.00065724,             0.00065724,             0.00065724
                    481,                0.91227,                 0.7425,                  1.085,                0.58929,                0.80342,                0.60097,                0.47433,                0.80524,                0.96799,                 1.0322,               0.000656,               0.000656,               0.000656
                    482,                0.92863,                0.74755,                 1.0775,                0.59602,                 0.7948,                0.60416,                0.47168,                0.77233,                0.95421,                 1.0244,             0.00065476,             0.00065476,             0.00065476
                    483,                0.94591,                0.75911,                 1.0924,                0.60984,                0.77831,                0.61348,                0.48858,                 0.7762,                0.98577,                 1.0237,             0.00065353,             0.00065353,             0.00065353
                    484,                0.92286,                0.74168,                 1.0926,                0.61406,                0.78185,                0.73443,                0.58999,                0.82524,                0.97705,                 1.0473,             0.00065229,             0.00065229,             0.00065229
